SAM,,Nek,,overlap,
X,Y,X,Y,X,Y
0.9043752546823829,11.569167078305455,0.911981768514466,15.185002234610593,1.0412925036598804,57.62660833156916
0.9271947961786324,11.628443064474396,0.9348013100107156,15.185002234610593,1.109751128148629,58.26876484839931
0.950014337674882,11.628443064474396,0.9576208515069652,15.185002234610593,1.1782097526373776,58.71333474466633
0.9728338791711315,11.628443064474396,0.9823420214612355,15.251687719050636,1.2466683771261264,59.30609460635569
0.9918501637513395,13.851292545809514,1.0108664483315475,57.68588431773809,1.315127001614875,59.30609460635569
0.9918501637513395,13.317808670289082,1.033685989827797,57.863712276244904,1.3835856261036237,59.46416390280619
0.9918501637513395,12.78432479476865,1.0565055313240466,58.041540234751714,1.4520442505923725,60.11619975066449
0.9918501637513395,12.250840919248233,1.0793250728202963,58.18973020017406,1.5205028750811211,60.08656175758003
0.9918501637513395,11.806271022981207,1.1021446143165456,58.36755815868087,1.5889614995698698,60.54101098487521
1.0108664483315475,54.07004916143296,1.1249641558127954,58.48611013101874,1.6574201240586186,60.847270246748046
1.033685989827797,54.129325147601904,1.1477836973090447,58.63430009644108,1.7258787485473672,61.331357467127695
1.0565055313240466,54.24787711993977,1.1706032388052945,58.75285206877896,1.7943373730361158,61.459788770493724
1.0793250728202963,54.33679109919318,1.193422780301544,58.84176604803236,1.8627959975248647,61.835203349563656
1.1021446143165456,54.42570507844658,1.2162423217977936,59.019594006539165,1.9312546220136133,62.10194528732387
1.1249641558127954,54.51461905769999,1.239061863294043,59.10850798579257,2.007319760334445,62.46501070260861
1.1477836973090447,54.633171030037865,1.2618814047902926,59.197421965045976,2.075778384823194,62.90217110060452
1.1706032388052945,54.72208500929127,1.2847009462865424,59.375249923552786,2.1442370093119427,63.247947686589974
1.193422780301544,54.84063698162914,1.3075204877827917,59.43452590972173,2.212695633800691,63.573965610519124
1.2162423217977936,54.959188953967015,1.3303400292790415,59.5530778820596,2.2821050725184504,63.99877684472984
1.239061863294043,55.04810293322042,1.3531595707752908,59.58271587514407,2.349612882778189,64.49274339613764
1.2618814047902926,55.166654905558296,1.3759791122715406,59.701267847481944,2.418071507266937,64.75948533389786
1.2847009462865424,55.2555688848117,1.3987986537677901,59.81981981981981,2.486530131755686,64.94719262343283
1.3075204877827917,55.37412085714957,1.4216181952640397,59.90873379907322,2.554988756244435,65.29296920941829
1.3303400292790415,55.49267282948744,1.4444377367602892,59.96800978524215,2.6234473807331833,65.8956084021358
1.3531595707752908,55.581586808740845,1.4672572782565387,60.02728577141109,2.691906005221932,66.61679956719121
1.3759791122715406,55.70013878107872,1.4900768197527883,60.08656175758003,2.760364629710681,67.1799214357961
1.3987986537677901,55.759414767247655,1.5128963612490378,60.2051137299179,2.8259708115123985,67.48865053042599
1.4216181952640397,55.87796673958553,1.5357159027452876,60.2940277091713,2.897281878688178,67.68376731823207
1.4444377367602892,55.96688071883894,1.5585354442415371,60.44221767459365,2.965740503176927,67.95050925599227
1.4672572782565387,56.08543269117681,1.5813549857377867,60.53113165384705,3.0341991276656755,68.15797520758355
1.4900768197527883,56.20398466351468,1.6041745272340362,60.679321619269395,3.1026577521544243,68.41483781431562
1.5128963612490378,56.263260649683616,1.6269940687302857,60.857149577776205,3.171116376643173,68.78037306235738
1.5357159027452876,56.41145061510596,1.6498136102265353,61.034977536283016,3.2395750011319215,69.70903017900406
1.5585354442415371,56.50036459435937,1.6726331517227848,61.153529508620885,3.3080336256206704,70.40058335097498
1.5813549857377867,56.64855455978171,1.6954526932190344,61.18316750170535,3.3764922501094192,70.5784113094818
1.6041745272340362,56.767106532119584,1.718272234715284,61.272081480958754,3.4449508745981676,70.94394655752357
1.6269940687302857,56.85602051137299,1.7410917762115337,61.36099546021216,3.5134094990869165,71.37863712276244
1.6498136102265353,56.97457248371086,1.7639113177077832,61.479547432550035,3.5818681235756653,71.57622374332556
1.6726331517227848,57.09312445604873,1.7867308592040327,61.56846141180344,3.6503267480644137,71.83308635005761
1.6954526932190344,57.18203843530213,1.8095504007002823,61.687013384141316,3.7187853725531625,72.48512219791593
1.718272234715284,57.30059040764001,1.8323699421965318,61.805565356479185,3.7872439970419114,73.14703737680239
1.7410917762115337,57.389504386893414,1.8551894836927814,61.89447933573259,3.85570262153066,73.51257262484415
1.7639113177077832,57.50805635923129,1.878009025189031,62.01303130807047,3.9241612460194086,74.18577846776279
1.7867308592040327,57.62660833156916,1.9008285666852804,62.131583280408336,3.9926198705081575,74.84628231364523
1.8095504007002823,57.715522310822564,1.9236481081815302,62.22049725966174,4.061078494996906,75.39952485122197
1.8323699421965318,57.83407428316044,1.9464676496777797,62.27977324583068,4.129537119485654,75.94288805777056
1.8551894836927814,57.922988262413845,1.9692871911740293,62.39832521816855,4.197995743974404,76.12071601627737
1.878009025189031,58.041540234751714,1.9921067326702788,62.51687719050642,4.266454368463152,76.70359654693857
1.9008285666852804,58.18973020017406,2.0149262741665286,62.605791169759826,4.334912992951901,77.27659774657162
1.9236481081815302,58.27864417942747,2.037745815662778,62.75398113518217,4.40337161744065,77.58285700844446
1.9464676496777797,58.4268341448498,2.0605653571590272,62.93180909368898,4.468977799242367,77.89158610307435
1.9692871911740293,58.545386117187675,2.083384898655277,63.109637052195794,4.540288866418146,78.14597887704936
1.9921067326702788,58.63430009644108,2.1062044401515267,63.25782701761813,4.608747490906895,79.02523933855525
2.0149262741665286,58.75285206877896,2.1290239816477765,63.40601698304047,4.677206115395645,79.86498247594852
2.037745815662778,58.871404041116826,2.151843523144026,63.49493096229388,4.745664739884393,80.53677698586314
2.0605653571590272,58.9899560134547,2.174663064640275,63.613482934631755,4.814123364373142,81.01098487521463
2.083384898655277,59.10850798579257,2.197482606136525,63.67275892080069,4.88258198886189,81.51483075765059
2.1062044401515267,59.22705995813045,2.2203021476327747,63.82094888622303,4.951040613350639,81.7815726954108
2.1290239816477765,59.31597393738385,2.243121689129024,63.909862865476434,5.019499237839387,81.99891797803024
2.151843523144026,59.43452590972173,2.2659412306252733,63.99877684472984,5.088908676557146,82.90040693434949
2.174663064640275,59.52343988897513,2.288760772121523,64.05805283089877,5.156416486816886,83.59936960459153
2.197482606136525,59.671629854397466,2.311580313617773,64.17660480323664,5.224875111305634,83.93526685954883
2.2203021476327747,59.79018182673535,2.3343998551140226,64.35443276174345,5.293333735794382,83.83647354926727
2.243121689129024,59.93837179215768,2.357219396610272,64.44334674099686,5.361792360283131,84.31068143861876
2.2659412306252733,60.02728577141109,2.3800389381065212,64.53226072025026,5.430250984771879,84.49838872815373
2.288760772121523,60.14583774374896,2.402858479602771,64.68045068567261,5.498709609260629,85.07138992778678
2.311580313617773,60.26438971608684,2.4256780210990208,64.88791663726388,5.567168233749378,85.92101239620821
2.3343998551140226,60.38294168842471,2.44849756259527,65.09538258885516,5.635626858238126,86.5532895820102
2.357219396610272,60.53113165384705,2.47131710409152,65.1546585750241,5.7040854827268745,86.97810081622092
2.3800389381065212,60.649683626184924,2.494136645587769,65.27321054736197,5.770642478757603,87.31646790393526
2.402858479602771,60.73859760543833,2.516956187084019,65.42140051278432,5.841002731704371,87.67953331921998
2.4256780210990208,60.857149577776205,2.5397757285802682,65.56959047820666,5.9094613561931215,88.51927645661326
2.44849756259527,61.005339543198545,2.562595270076518,65.59922847129113,5.976018352223848,89.01694775715663
2.47131710409152,61.09425352245194,2.5854148115727673,65.83633241596688,0.9460500963391137,15.135135135135144
2.494136645587769,61.212805494789826,2.608234353069017,66.04379836755815,0.9922928709055877,15.135135135135144
2.516956187084019,61.36099546021216,2.631053894565267,66.31054030531837,6.040462427745664,47.027027027027025
2.5397757285802682,61.479547432550035,2.653873436061516,66.45873027074072,6.09441233140655,47.027027027027025
2.562595270076518,61.59809940488791,2.676692977557766,66.54764424999411,,
2.5854148115727673,61.74628937031025,2.6995125190540152,66.66619622233199,,
2.608234353069017,61.86484134264812,2.722332060550265,66.8440241808388,,
2.631053894565267,61.983393314985996,2.7451516020465143,66.99221414626113,,
2.653873436061516,62.131583280408336,2.767971143542764,67.110766118599,,
2.676692977557766,62.250135252746205,2.7907906850390134,67.25895608402135,,
2.6995125190540152,62.36868722508409,2.813610226535263,67.37750805635922,,
2.722332060550265,62.48723919742196,2.836429768031513,67.55533601486603,,
2.7451516020465143,62.605791169759826,2.8592493095277622,67.55533601486603,,
2.767971143542764,62.72434314209771,2.882068851024012,67.55533601486603,,
2.7907906850390134,62.84289511443558,2.9048883925202613,67.73316397337284,,
2.813610226535263,62.991085079857925,2.927707934016511,67.91099193187965,,
2.836429768031513,63.07999905911132,2.9505274755127604,67.97026791804859,,
2.8592493095277622,63.22818902453366,2.97334701700901,68.17773386963987,,
2.882068851024012,63.37637898995601,2.9961665585052595,68.26664784889327,,
2.9048883925202613,63.52456895537835,3.0189861000015092,68.26664784889327,,
2.927707934016511,63.67275892080069,3.041805641497759,68.32592383506221,,
2.9505274755127604,63.761672900054094,3.0646251829940083,68.44447580740008,,
2.97334701700901,63.909862865476434,3.087444724490258,68.53338978665349,,
2.9961665585052595,64.02841483781431,3.1102642659865074,68.53338978665349,,
3.0189861000015092,64.14696681015218,3.133083807482757,68.65194175899136,,
3.041805641497759,64.26551878249006,3.1559033489790065,68.8001317244137,,
3.0646251829940083,64.4137087479124,3.1787228904752562,68.94832168983604,,
3.087444724490258,64.53226072025026,3.2015424319715056,69.24470162068073,,
3.1102642659865074,64.65081269258815,3.2243619734677553,69.3632535930186,,
3.133083807482757,64.79900265801048,3.247181514964005,69.54108155152541,,
3.1559033489790065,64.94719262343283,3.2700010564602544,69.77818549620116,,
3.1787228904752562,65.09538258885516,3.292820597956504,69.9263754616235,,
3.2015424319715056,65.21393456119304,3.3156401394527535,70.07456542704583,,
3.2243619734677553,65.36212452661537,3.3384596809490032,70.25239338555264,,
3.247181514964005,65.48067649895326,3.3612792224452526,70.43022134405945,,
3.2700010564602544,65.62886646437559,3.3840987639415023,70.63768729565074,,
3.292820597956504,65.74741843671347,3.4069183054377516,70.87479124032647,,
3.3156401394527535,65.86597040905134,3.4297378469340014,71.11189518500223,,
3.3384596809490032,66.01416037447368,3.452557388430251,71.3193611365935,,
3.3612792224452526,66.13271234681156,3.4753769299265005,71.46755110201585,,
3.3840987639415023,66.2809023122339,3.4981964714227503,71.46755110201585,,
3.4069183054377516,66.39945428457177,3.5210160129189996,71.49718909510031,,
3.4297378469340014,66.54764424999411,3.5438355544152493,71.6157410674382,,
3.452557388430251,66.69583421541645,3.5666550959114987,71.73429303977606,,
3.4753769299265005,66.87366217392326,3.5894746374077484,71.85284501211393,,
3.4981964714227503,66.99221414626113,3.6122941789039977,71.9713969844518,,
3.5210160129189996,67.14040411168347,3.6351137204002475,72.14922494295861,,
3.5438355544152493,67.25895608402135,3.6579332618964973,72.32705290146542,,
3.5666550959114987,67.4071460494437,3.6807528033927466,72.41596688071883,,
3.5894746374077484,67.52569802178157,3.7035723448889963,72.65307082539458,,
3.6122941789039977,67.6738879872039,3.7263918863852457,72.86053677698585,,
3.6351137204002475,67.79243995954178,3.7492114278814954,73.06800272857713,,
3.6579332618964973,67.94062992496411,3.7720309693777447,73.30510667325288,,
3.6807528033927466,68.059181897302,3.7948505108739945,73.39402065250628,,
3.7035723448889963,68.20737186272433,3.817670052370244,73.51257262484415,,
3.7263918863852457,68.38519982123114,3.8404895938664936,73.5718486110131,,
3.7492114278814954,68.50375179356902,3.8633091353627433,73.7496765695199,,
3.7720309693777447,68.68157975207583,3.8861286768589927,73.9275045280267,,
3.7948505108739945,68.82976971749817,3.9089482183552424,74.04605650036459,,
3.817670052370244,68.94832168983604,3.9317677598514917,74.3127984381248,,
3.8404895938664936,69.09651165525838,3.9545873013477415,74.63881636205394,,
3.8633091353627433,69.21506362759627,3.977406842843991,74.93519629289864,,
3.8861286768589927,69.3632535930186,4.000226384340241,75.20193823065884,,
3.9089482183552424,69.51144355844093,4.02304592583649,75.46868016841907,,
3.9317677598514917,69.62999553077881,4.04586546733274,75.70578411309481,,
3.9545873013477415,69.80782348928562,4.068685008828989,75.73542210617927,,
3.977406842843991,69.9263754616235,4.091504550325238,75.73542210617927,,
4.000226384340241,70.1042034201303,4.114324091821489,75.73542210617927,,
4.02304592583649,70.25239338555264,4.137143633317738,75.85397407851715,,
4.04586546733274,70.40058335097498,4.159963174813988,76.00216404393949,,
4.068685008828989,70.54877331639733,4.182782716310237,76.2689059816997,,
4.091504550325238,70.69696328181966,4.205602257806486,76.44673394020651,,
4.114324091821489,70.81551525415755,4.228421799302736,76.5652859125444,,
4.137143633317738,70.96370521957988,4.251241340798986,76.65419989179779,,
4.159963174813988,71.11189518500223,4.2740608822952355,76.80238985722013,,
4.182782716310237,71.26008515042457,4.296880423791485,77.00985580881141,,
4.205602257806486,71.4082751158469,4.319699965287734,77.12840778114929,,
4.228421799302736,71.58610307435372,4.342519506783984,77.24695975348716,,
4.251241340798986,71.73429303977606,4.365339048280234,77.33587373274057,,
4.2740608822952355,71.8824830051984,4.3881585897764825,77.33587373274057,,
4.296880423791485,72.0603109637052,4.410978131272733,77.51370169124738,,
4.319699965287734,72.20850092912755,4.433797672768982,77.5729776774163,,
4.342519506783984,72.32705290146542,4.456617214265233,77.69152964975419,,
4.365339048280234,72.47524286688777,4.479436755761482,77.78044362900759,,
4.3881585897764825,72.59379483922564,4.5022562972577305,77.9582715875144,,
4.410978131272733,72.77162279773245,4.525075838753981,78.22501352527462,,
4.433797672768982,72.9198127631548,4.54789538025023,78.40284148378143,,
4.456617214265233,73.06800272857713,4.570714921746479,78.6103074353727,,
4.479436755761482,73.21619269399947,4.5935344632427295,78.84741138004844,,
4.5022562972577305,73.39402065250628,4.616354004738978,79.11415331780866,,
4.525075838753981,73.5718486110131,4.639173546235229,79.35125726248441,,
4.54789538025023,73.72003857643543,4.661993087731478,79.55872321407568,,
4.570714921746479,73.86822854185777,4.684812629227727,79.79582715875142,,
4.5935344632427295,74.01641850728012,4.707632170723977,80.06256909651165,,
4.616354004738978,74.16460847270245,4.730451712220226,80.12184508268058,,
4.639173546235229,74.3127984381248,4.753271253716477,80.32931103427185,,
4.661993087731478,74.43135041046267,4.776090795212726,80.53677698586314,,
4.684812629227727,74.60917836896948,4.798910336708975,80.74424293745442,,
4.707632170723977,74.78700632747629,4.821729878205225,81.01098487521463,,
4.730451712220226,74.9648342859831,4.844549419701474,81.33700279914378,,
4.753271253716477,75.14266224448991,4.867368961197725,81.51483075765059,,
4.776090795212726,75.26121421682778,4.890188502693974,81.51483075765059,,
4.798910336708975,75.43904217533459,4.913008044190223,81.51483075765059,,
4.821729878205225,75.58723214075694,4.935827585686473,81.57410674381953,,
4.844549419701474,75.73542210617927,4.958647127182722,81.66302072307293,,
4.867368961197725,75.88361207160162,4.981466668678971,81.90012466774868,,
4.890188502693974,76.03180203702397,5.004286210175222,82.10759061933996,,
4.913008044190223,76.20962999553078,5.027105751671471,82.28541857784677,,
4.935827585686473,76.32818196786864,5.049925293167721,82.61143650177591,,
4.958647127182722,76.50600992637546,5.07274483466397,82.78926446028272,,
4.981466668678971,76.68383788488227,5.095564376160219,83.05600639804294,,
5.004286210175222,76.86166584338906,5.11838391765647,83.44130030814102,,
5.027105751671471,77.03949380189587,5.1412034591527185,83.70804224590124,,
5.049925293167721,77.18768376731822,5.164023000648969,83.67840425281678,,
5.07274483466397,77.33587373274057,5.186842542145218,83.76731823207018,,
5.095564376160219,77.4840636981629,5.209662083641467,83.82659421823911,,
5.11838391765647,77.63225366358525,5.2324816251377175,83.73768023898572,,
5.1412034591527185,77.81008162209206,5.255301166633966,83.94514619057699,,
5.164023000648969,77.98790958059887,5.278120708130217,84.09333615599934,,
5.186842542145218,78.1360995460212,5.300940249626466,84.21188812833721,,
5.209662083641467,78.31392750452801,5.323759791122715,84.41935407992848,,
5.2324816251377175,78.49175546303482,5.3465793326189655,84.47863006609742,,
5.255301166633966,78.63994542845717,5.369398874115214,84.62682003151976,,
5.278120708130217,78.81777338696398,5.392218415611463,84.41935407992848,,
5.300940249626466,78.99560134547079,5.415037957107714,84.30080210759061,,
5.323759791122715,79.14379131089314,5.437857498603963,84.38971608684402,,
5.3465793326189655,79.29198127631547,5.460677040100213,84.53790605226635,,
5.369398874115214,79.44017124173781,5.483496581596462,84.71573401077316,,
5.392218415611463,79.61799920024463,5.506316123092711,84.98247594853338,,
5.415037957107714,79.76618916566696,5.529135664588962,85.30849387246253,,
5.437857498603963,79.97365511725823,5.551955206085211,85.54559781713827,,
5.460677040100213,80.15148307576504,5.574774747581461,85.75306376872956,,
5.483496581596462,80.32931103427185,5.59759428907771,85.9901677134053,,
5.506316123092711,80.4775009996942,5.620413830573959,86.25690965116551,,
5.529135664588962,80.65532895820101,5.64323337207021,86.40509961658786,,
5.551955206085211,80.83315691670782,5.666052913566459,86.67184155434808,,
5.574774747581461,80.95170888904569,5.688872455062709,86.79039352668595,,
5.59759428907771,81.1295368475525,5.711691996558958,86.84966951285489,,
5.620413830573959,81.30736480605931,5.734511538055207,86.93858349210828,,
5.64323337207021,81.48519276456612,5.757331079551458,86.96822148519276,,
5.666052913566459,81.66302072307293,5.7801506210477065,87.32387740220638,,
5.688872455062709,81.84084868157974,5.802970162543955,87.62025733305106,,
5.711691996558958,82.01867664008655,5.825789704040206,87.97591325006468,,
5.734511538055207,82.19650459859336,5.848609245536455,88.06482722931808,,
5.757331079551458,82.37433255710017,5.8714287870327055,88.12410321548701,,
5.7801506210477065,82.52252252252251,5.894248328528954,88.27229318090936,,
5.802970162543955,82.67071248794485,5.917067870025203,88.2426551878249,,
5.825789704040206,82.84854044645166,5.939887411521454,88.56867311175404,,
5.848609245536455,83.02636840495848,5.962706953017703,88.95396702185212,,
5.8714287870327055,83.20419636346529,5.9874281229719735,89.13920447863005,,
5.894248328528954,83.3820243219721,6.001926782273603,47.207207207207205,,
5.917067870025203,83.58949027356337,6.040462427745664,47.027027027027025,,
5.939887411521454,83.76731823207018,6.086705202312139,47.027027027027025,,
5.962706953017703,83.91550819749253,6.071290944123314,47.027027027027025,,
5.981723237597912,84.04887916637263,,,,
5.996936265262077,46.7494648695693,,,,
5.996936265262077,46.21598099404888,,,,
5.996936265262077,45.682497118528445,,,,
5.996936265262077,45.149013243008014,,,,
5.996936265262077,44.61552936748759,,,,
5.996936265262077,44.08204549196716,,,,
5.996936265262077,43.548561616446726,,,,
5.996936265262077,43.0150777409263,,,,
5.996936265262077,42.48159386540587,,,,
6.000739522178119,41.91847199680097,,,,
6.023559063674369,41.85919601063204,,,,
6.046378605170618,41.85919601063204,,,,
6.069198146666867,41.85919601063204,,,,
6.088214431247076,41.81473902100534,,,,
